event,action,duration,object,place,from,to,
event13_workout1_scene1,squat,5.864999999999999,None,None,None,None,
event14_workout1_scene1,squat,5.864999999999999,None,None,None,None,
event15_workout1_scene1,squat,5.796,None,None,None,None,
event16_workout1_scene1,jump,9.107999999999999,None,None,None,None,
event17_workout1_scene1,squat,5.175,None,None,None,None,
event18_workout1_scene1,jump,9.246,None,None,None,None,
event19_workout1_scene1,squat,5.105999999999999,None,None,None,None,
event20_workout1_scene1,jump,9.107999999999999,None,None,None,None,
event0_put_away_groceries_from_fridge3_scene1,walk,8.763,Fridge,Kitchen,None,None,
event1_put_away_groceries_from_fridge3_scene1,open,3.381,Fridge,Kitchen,None,None,
event2_put_away_groceries_from_fridge3_scene1,find,3.1049999999999995,Carrot,Kitchen,None,None,
event3_put_away_groceries_from_fridge3_scene1,grab,7.245,Carrot,Kitchen,None,None,
event4_put_away_groceries_from_fridge3_scene1,walk,3.036,Kitchentable,Kitchen,None,None,
event5_put_away_groceries_from_fridge3_scene1,put,7.106999999999999,Carrot,Kitchen,None,None,
event6_put_away_groceries_from_fridge3_scene1,walk,3.1049999999999995,Fridge,Kitchen,None,None,
event7_put_away_groceries_from_fridge3_scene1,find,3.3119999999999994,Potato,Kitchen,None,None,
event8_put_away_groceries_from_fridge3_scene1,grab,7.59,Potato,Kitchen,None,None,
event9_put_away_groceries_from_fridge3_scene1,close,3.036,Fridge,Kitchen,None,None,
event0_fall_backward_while_walking_and_turning1_scene1,walk,11.867999999999999,Kitchen,None,Livingroom,Kitchen,
event1_fall_backward_while_walking_and_turning1_scene1,walk,8.831999999999999,Bedroom,None,Kitchen,Bedroom,
event2_fall_backward_while_walking_and_turning1_scene1,walk,4.691999999999999,Cat,Bedroom,None,None,
event3_fall_backward_while_walking_and_turning1_scene1,grab,3.1049999999999995,Cat,Bedroom,None,None,
event4_fall_backward_while_walking_and_turning1_scene1,walk,6.554999999999999,Kitchen,None,Bedroom,Kitchen,
event5_fall_backward_while_walking_and_turning1_scene1,walk,12.282,Livingroom,None,Kitchen,Livingroom,
event6_fall_backward_while_walking_and_turning1_scene1,walk,5.175,Sofa,Livingroom,None,None,
event7_fall_backward_while_walking_and_turning1_scene1,sit,7.727999999999999,Sofa,Livingroom,None,None,
event8_fall_backward_while_walking_and_turning1_scene1,stand,6.141,None,None,None,None,
event9_fall_backward_while_walking_and_turning1_scene1,walk,4.968,Remotecontrol,Livingroom,None,None,
event10_fall_backward_while_walking_and_turning1_scene1,walk,2.4149999999999996,Tv,Livingroom,None,None,
event11_fall_backward_while_walking_and_turning1_scene1,switchOn,6.486,Tv,Livingroom,None,None,
event12_fall_backward_while_walking_and_turning1_scene1,walk,3.5879999999999996,Coffeetable,Livingroom,None,None,
event13_fall_backward_while_walking_and_turning1_scene1,fallback,7.659,None,None,None,None,
event0_put_groceries_in_fridge23_scene1,walk,6.209999999999999,Milk,Kitchen,None,None,
event1_put_groceries_in_fridge23_scene1,grab,3.1049999999999995,Milk,Kitchen,None,None,
event2_put_groceries_in_fridge23_scene1,put,6.278999999999999,Milk,Kitchen,None,None,
event3_put_groceries_in_fridge23_scene1,walk,13.455,Bedroom,None,Kitchen,Bedroom,
event4_put_groceries_in_fridge23_scene1,walk,9.177,Bathroom,None,Bedroom,Bathroom,
event5_put_groceries_in_fridge23_scene1,walk,6.554999999999999,Towel,Bathroom,None,None,
event6_put_groceries_in_fridge23_scene1,grab,3.1049999999999995,Towel,Bathroom,None,None,
event7_put_groceries_in_fridge23_scene1,walk,10.211999999999998,Bedroom,None,Bathroom,Bedroom,
event8_put_groceries_in_fridge23_scene1,walk,8.901,Kitchen,None,Bedroom,Kitchen,
event9_put_groceries_in_fridge23_scene1,walk,6.417,Milk,Kitchen,None,None,
event10_put_groceries_in_fridge23_scene1,grab,3.1049999999999995,Milk,Kitchen,None,None,
event11_put_groceries_in_fridge23_scene1,scrub,21.735,Milk,Kitchen,None,None,
event12_put_groceries_in_fridge23_scene1,walk,1.7249999999999999,Kitchentable,Kitchen,None,None,
event13_put_groceries_in_fridge23_scene1,put,3.036,Towel,Kitchen,None,None,
event14_put_groceries_in_fridge23_scene1,walk,7.866,Fridge,Kitchen,None,None,
event15_put_groceries_in_fridge23_scene1,open,3.3119999999999994,Fridge,Kitchen,None,None,
event16_put_groceries_in_fridge23_scene1,turnTo,0.0,Fridge,Kitchen,None,None,
event17_put_groceries_in_fridge23_scene1,putIn,3.036,Milk,Kitchen,None,None,
event18_put_groceries_in_fridge23_scene1,close,3.3119999999999994,Fridge,Kitchen,None,None,
