event,action,duration,object,place,from,to,
event8_use_phone3_scene1,walk,0.0,Kitchen,Kitchen,None,None,
event9_use_phone3_scene1,walk,0.0,Livingroom,Livingroom,None,None,
event10_use_phone3_scene1,walk,18.63,Sofa,None,Bedroom,Livingroom,
event11_use_phone3_scene1,sit,6.8309999999999995,Sofa,Livingroom,None,None,
event12_use_phone3_scene1,text,13.661999999999999,Cellphone,Livingroom,None,None,
event0_clean_slippers_scene1,walk,6.554999999999999,Slippers,Bedroom,None,None,
event1_clean_slippers_scene1,grab,3.1049999999999995,Slippers,Bedroom,None,None,
event2_clean_slippers_scene1,shake,14.351999999999999,Slippers,Bedroom,None,None,
event3_clean_slippers_scene1,walk,11.729999999999999,Bathroom,None,Bedroom,Bathroom,
event4_clean_slippers_scene1,walk,4.484999999999999,Faucet,Bathroom,None,None,
event5_clean_slippers_scene1,switchOn,3.381,Faucet,Bathroom,None,None,
event6_clean_slippers_scene1,switchOff,3.381,Faucet,Bathroom,None,None,
event7_clean_slippers_scene1,walk,10.971,Bedroom,None,Bathroom,Bedroom,
event8_clean_slippers_scene1,walk,9.177,Kitchen,None,Bedroom,Kitchen,
event9_clean_slippers_scene1,walk,4.760999999999999,Dishwashingliquid,Kitchen,None,None,
event10_clean_slippers_scene1,grab,3.1049999999999995,Dishwashingliquid,Kitchen,None,None,
event11_clean_slippers_scene1,walk,11.315999999999999,Bedroom,None,Kitchen,Bedroom,
event12_clean_slippers_scene1,walk,9.038999999999998,Bathroom,None,Bedroom,Bathroom,
event13_clean_slippers_scene1,walk,6.417,Sink,Bathroom,None,None,
event14_clean_slippers_scene1,pour,15.386999999999999,Dishwashingliquid,Bathroom,None,None,
event15_clean_slippers_scene1,walk,4.968,Bathroomcounter,Bathroom,None,None,
event16_clean_slippers_scene1,put,3.036,Dishwashingliquid,Bathroom,None,None,
event17_clean_slippers_scene1,walk,3.6569999999999996,Sink,Bathroom,None,None,
event18_clean_slippers_scene1,turnTo,0.0,Sink,Bathroom,None,None,
event19_clean_slippers_scene1,soak,15.042,Slippers,Bathroom,None,None,
event20_clean_slippers_scene1,rinse,16.422,Slippers,Bathroom,None,None,
event21_clean_slippers_scene1,put,3.036,Slippers,Bathroom,None,None,
event22_clean_slippers_scene1,switchOn,5.451,Faucet,Bathroom,None,None,
event23_clean_slippers_scene1,switchOff,3.381,Faucet,Bathroom,None,None,
event24_clean_slippers_scene1,grab,3.1049999999999995,Slippers,Bathroom,None,None,
event25_clean_slippers_scene1,walk,6.554999999999999,Floor,Bathroom,None,None,
event26_clean_slippers_scene1,put,3.036,Slippers,Bathroom,None,None,
event0_cook_potato_using_microwave1_scene1,walk,9.246,Kitchen,None,Livingroom,Kitchen,
event1_cook_potato_using_microwave1_scene1,walk,3.1049999999999995,Potato,Kitchen,None,None,
event2_cook_potato_using_microwave1_scene1,grab,3.1049999999999995,Potato,Kitchen,None,None,
event3_cook_potato_using_microwave1_scene1,walk,6.417,Sink,Kitchen,None,None,
event4_cook_potato_using_microwave1_scene1,switchOn,5.726999999999999,Faucet,Kitchen,None,None,
event5_cook_potato_using_microwave1_scene1,soak,14.627999999999998,Potato,Kitchen,None,None,
event6_cook_potato_using_microwave1_scene1,switchOff,3.381,Faucet,Kitchen,None,None,
event7_cook_potato_using_microwave1_scene1,walk,3.5879999999999996,Microwave,Kitchen,None,None,
event8_cook_potato_using_microwave1_scene1,open,3.3119999999999994,Microwave,Kitchen,None,None,
event9_cook_potato_using_microwave1_scene1,putIn,3.036,Potato,Kitchen,None,None,
event10_cook_potato_using_microwave1_scene1,close,3.3119999999999994,Microwave,Kitchen,None,None,
event11_cook_potato_using_microwave1_scene1,switchOn,5.105999999999999,Microwave,Kitchen,None,None,
event12_cook_potato_using_microwave1_scene1,switchOff,3.4499999999999997,Microwave,Kitchen,None,None,
event0_rinse_toothbrush1_scene1,walk,5.6579999999999995,Toothbrush,Bathroom,None,None,
event1_rinse_toothbrush1_scene1,grab,3.1049999999999995,Toothbrush,Bathroom,None,None,
event2_rinse_toothbrush1_scene1,walk,0.27599999999999997,Faucet,Bathroom,None,None,
event3_rinse_toothbrush1_scene1,switchOn,3.381,Faucet,Bathroom,None,None,
event4_rinse_toothbrush1_scene1,soak,14.697,Toothbrush,Bathroom,None,None,
event5_rinse_toothbrush1_scene1,rinse,16.422,Toothbrush,Bathroom,None,None,
event6_rinse_toothbrush1_scene1,switchOff,3.381,Faucet,Bathroom,None,None,
event7_rinse_toothbrush1_scene1,put,5.933999999999999,Toothbrush,Bathroom,None,None,
event0_pick_up_dirty_wineglass1_scene1,walk,7.659,Wineglass,Kitchen,None,None,
event1_pick_up_dirty_wineglass1_scene1,grab,3.1049999999999995,Wineglass,Kitchen,None,None,
event2_pick_up_dirty_wineglass1_scene1,walk,2.5529999999999995,Wineglass,Kitchen,None,None,
event3_pick_up_dirty_wineglass1_scene1,grab,3.1049999999999995,Wineglass,Kitchen,None,None,
event4_pick_up_dirty_wineglass1_scene1,walk,10.556999999999999,Sink,Kitchen,None,None,
event5_pick_up_dirty_wineglass1_scene1,pour,15.593999999999998,Wineglass,Kitchen,None,None,
event6_pick_up_dirty_wineglass1_scene1,pour,15.248999999999999,Wineglass,Kitchen,None,None,
event7_pick_up_dirty_wineglass1_scene1,put,3.036,Wineglass,Kitchen,None,None,
event8_pick_up_dirty_wineglass1_scene1,put,3.036,Wineglass,Kitchen,None,None,
event0_place_knife1_scene1,walk,5.796,Cutleryknife,Kitchen,None,None,
event1_place_knife1_scene1,grab,3.1049999999999995,Cutleryknife,Kitchen,None,None,
event2_place_knife1_scene1,walk,7.796999999999999,Cutleryknife,Kitchen,None,None,
event3_place_knife1_scene1,grab,3.1049999999999995,Cutleryknife,Kitchen,None,None,
event4_place_knife1_scene1,walk,3.4499999999999997,Kitchentable,Kitchen,None,None,
event5_place_knife1_scene1,put,3.036,Cutleryknife,Kitchen,None,None,
event6_place_knife1_scene1,put,3.036,Cutleryknife,Kitchen,None,None,
event0_throw_trash3_scene1,walk,4.2780000000000005,Chicken,Kitchen,None,None,
event1_throw_trash3_scene1,grab,3.1049999999999995,Chicken,Kitchen,None,None,
event2_throw_trash3_scene1,walk,3.5879999999999996,Salmon,Kitchen,None,None,
event3_throw_trash3_scene1,grab,3.1049999999999995,Salmon,Kitchen,None,None,
event4_throw_trash3_scene1,walk,7.796999999999999,Garbagecan,Bedroom,None,None,
event5_throw_trash3_scene1,put,3.036,Chicken,Kitchen,None,None,
event6_throw_trash3_scene1,put,3.036,Salmon,Kitchen,None,None,
event0_read_book1_scene1,walk,6.693,Livingroom,None,Kitchen,Livingroom,
event1_read_book1_scene1,walk,6.141,Book,Livingroom,None,None,
event2_read_book1_scene1,grab,3.1049999999999995,Book,Livingroom,None,None,
event3_read_book1_scene1,walk,5.726999999999999,Sofa,Livingroom,None,None,
event4_read_book1_scene1,sit,7.935,Sofa,Livingroom,None,None,
event5_read_book1_scene1,read,13.730999999999998,Book,Livingroom,None,None,
event0_drink_milk1_scene1,walk,6.072,Kitchen,None,Bedroom,Kitchen,
event1_drink_milk1_scene1,walk,6.623999999999999,Milk,Kitchen,None,None,
event2_drink_milk1_scene1,grab,3.1049999999999995,Milk,Kitchen,None,None,
event3_drink_milk1_scene1,walk,2.001,Kitchentable,Kitchen,None,None,
event4_drink_milk1_scene1,put,3.036,Milk,Kitchen,None,None,
event5_drink_milk1_scene1,walk,4.760999999999999,Waterglass,Kitchen,None,None,
event6_drink_milk1_scene1,grab,3.1049999999999995,Waterglass,Kitchen,None,None,
event7_drink_milk1_scene1,walk,5.451,Kitchentable,Kitchen,None,None,
event8_drink_milk1_scene1,put,3.036,Waterglass,Kitchen,None,None,
event9_drink_milk1_scene1,walk,2.07,Milk,Kitchen,None,None,
event10_drink_milk1_scene1,grab,3.1049999999999995,Milk,Kitchen,None,None,
event11_drink_milk1_scene1,walk,0.0,Waterglass,Kitchen,None,None,
event12_drink_milk1_scene1,pour,15.800999999999998,Milk,Kitchen,None,None,
event13_drink_milk1_scene1,grab,3.1049999999999995,Waterglass,Kitchen,None,None,
event14_drink_milk1_scene1,drink,10.694999999999999,Waterglass,Kitchen,None,None,
event15_drink_milk1_scene1,put,6.209999999999999,Waterglass,Kitchen,None,None,
event16_drink_milk1_scene1,grab,3.1049999999999995,Waterglass,Kitchen,None,None,
event17_drink_milk1_scene1,drink,9.521999999999998,Waterglass,Kitchen,None,None,
event18_drink_milk1_scene1,put,9.315,Waterglass,Kitchen,None,None,
event19_drink_milk1_scene1,drink,9.521999999999998,Milk,Kitchen,None,None,
event0_do_research_on_computer1_scene1,walk,8.418,Livingroom,None,Kitchen,Livingroom,
event1_do_research_on_computer1_scene1,walk,6.141,Book,Livingroom,None,None,
event2_do_research_on_computer1_scene1,grab,3.1049999999999995,Book,Livingroom,None,None,
event3_do_research_on_computer1_scene1,walk,7.451999999999999,Desk,Livingroom,None,None,
event4_do_research_on_computer1_scene1,read,14.213999999999999,Book,Livingroom,None,None,
event5_do_research_on_computer1_scene1,walk,2.76,Paper,Livingroom,None,None,
event6_do_research_on_computer1_scene1,grab,3.1049999999999995,Paper,Livingroom,None,None,
event7_do_research_on_computer1_scene1,walk,3.1049999999999995,Desk,Livingroom,None,None,
event8_do_research_on_computer1_scene1,put,3.036,Book,Livingroom,None,None,
event9_do_research_on_computer1_scene1,walk,1.1729999999999998,Chair,Livingroom,None,None,
event10_do_research_on_computer1_scene1,sit,8.487,Chair,Livingroom,None,None,
event11_do_research_on_computer1_scene1,write,10.626,Paper,Livingroom,None,None,
event12_do_research_on_computer1_scene1,stand,8.28,None,None,None,None,
event13_do_research_on_computer1_scene1,walk,2.8289999999999997,Desk,Livingroom,None,None,
event14_do_research_on_computer1_scene1,put,3.036,Paper,Livingroom,None,None,
event15_do_research_on_computer1_scene1,walk,5.52,Computer,Livingroom,None,None,
event16_do_research_on_computer1_scene1,switchOn,3.381,Computer,Livingroom,None,None,
event17_do_research_on_computer1_scene1,sit,9.177,Chair,Livingroom,None,None,
event18_do_research_on_computer1_scene1,type,20.355,Keyboard,Livingroom,None,None,
event19_do_research_on_computer1_scene1,stand,8.831999999999999,None,None,None,None,
event20_do_research_on_computer1_scene1,switchOff,8.831999999999999,Computer,Livingroom,None,None,
event21_do_research_on_computer1_scene1,walk,8.418,Sofa,Livingroom,None,None,
event22_do_research_on_computer1_scene1,sit,9.591,Sofa,Livingroom,None,None,
