event,action,duration,object,place,from,to,
event8_put_groceries_in_fridge21_scene1,walk,5.5889999999999995,Fridge,Kitchen,None,None,
event9_put_groceries_in_fridge21_scene1,turnTo,0.0,Fridge,Kitchen,None,None,
event10_put_groceries_in_fridge21_scene1,putIn,3.036,Cupcake,Kitchen,None,None,
event11_put_groceries_in_fridge21_scene1,close,3.3119999999999994,Fridge,Kitchen,None,None,
event0_do_homework_on_paper1_scene1,walk,12.350999999999999,Livingroom,None,Kitchen,Livingroom,
event1_do_homework_on_paper1_scene1,walk,6.348,Book,Livingroom,None,None,
event2_do_homework_on_paper1_scene1,grab,3.1049999999999995,Book,Livingroom,None,None,
event3_do_homework_on_paper1_scene1,walk,8.072999999999999,Desk,Livingroom,None,None,
event4_do_homework_on_paper1_scene1,read,14.007,Book,Livingroom,None,None,
event5_do_homework_on_paper1_scene1,walk,2.4149999999999996,Paper,Livingroom,None,None,
event6_do_homework_on_paper1_scene1,grab,3.1049999999999995,Paper,Livingroom,None,None,
event7_do_homework_on_paper1_scene1,walk,3.5879999999999996,Desk,Livingroom,None,None,
event8_do_homework_on_paper1_scene1,put,3.036,Book,Livingroom,None,None,
event9_do_homework_on_paper1_scene1,walk,1.242,Chair,Livingroom,None,None,
event10_do_homework_on_paper1_scene1,sit,8.487,Chair,Livingroom,None,None,
event11_do_homework_on_paper1_scene1,write,10.419,Paper,Livingroom,None,None,
event0_clean_kitchentable1_scene1,walk,6.623999999999999,Kitchentable,Kitchen,None,None,
event1_clean_kitchentable1_scene1,walk,5.933999999999999,Washingsponge,Kitchen,None,None,
event2_clean_kitchentable1_scene1,grab,3.1049999999999995,Washingsponge,Kitchen,None,None,
event3_clean_kitchentable1_scene1,walk,6.002999999999999,Kitchentable,Kitchen,None,None,
event4_clean_kitchentable1_scene1,wipe,18.423,Washingsponge,Kitchen,None,None,
event0_get_out_of_bed1_scene1,walk,5.52,Bed,Bedroom,None,None,
event1_get_out_of_bed1_scene1,sit,6.002999999999999,Bed,Bedroom,None,None,
event2_get_out_of_bed1_scene1,stand,6.141,None,None,None,None,
event3_get_out_of_bed1_scene1,walk,4.899,Pillow,Bedroom,None,None,
event4_get_out_of_bed1_scene1,grab,3.1049999999999995,Pillow,Bedroom,None,None,
event5_get_out_of_bed1_scene1,put,6.8309999999999995,Pillow,Bedroom,None,None,
event6_get_out_of_bed1_scene1,walk,8.28,Lightswitch,Bedroom,None,None,
event7_get_out_of_bed1_scene1,switchOn,6.693,Lightswitch,Bedroom,None,None,
event8_get_out_of_bed1_scene1,walk,8.072999999999999,Bathroom,None,Bedroom,Bathroom,
event0_read_book1_scene1,walk,6.693,Livingroom,None,Kitchen,Livingroom,
event1_read_book1_scene1,walk,6.141,Book,Livingroom,None,None,
event2_read_book1_scene1,grab,3.1049999999999995,Book,Livingroom,None,None,
event3_read_book1_scene1,walk,5.726999999999999,Sofa,Livingroom,None,None,
event4_read_book1_scene1,sit,7.935,Sofa,Livingroom,None,None,
event5_read_book1_scene1,read,13.730999999999998,Book,Livingroom,None,None,
