event,action,duration,object,place,from,to,
event8_set_up_table1_scene2,grab,3.1049999999999995,Cutleryknife,Kitchen,None,None,
event9_set_up_table1_scene2,walk,2.07,Cutleryfork,Kitchen,None,None,
event10_set_up_table1_scene2,grab,3.1049999999999995,Cutleryfork,Kitchen,None,None,
event11_set_up_table1_scene2,walk,8.072999999999999,Kitchentable,Kitchen,None,None,
event12_set_up_table1_scene2,put,3.036,Cutleryknife,Kitchen,None,None,
event13_set_up_table1_scene2,put,3.036,Cutleryfork,Kitchen,None,None,
event14_set_up_table1_scene2,walk,2.691,Wineglass,Kitchen,None,None,
event15_set_up_table1_scene2,grab,3.1049999999999995,Wineglass,Kitchen,None,None,
event16_set_up_table1_scene2,walk,3.174,Wine,Kitchen,None,None,
event17_set_up_table1_scene2,grab,3.1049999999999995,Wine,Kitchen,None,None,
event18_set_up_table1_scene2,walk,3.1049999999999995,Kitchentable,Kitchen,None,None,
event19_set_up_table1_scene2,put,3.036,Wineglass,Kitchen,None,None,
event20_set_up_table1_scene2,put,3.036,Wine,Kitchen,None,None,
event0_clean_fridge1_scene2,walk,4.2780000000000005,Fridge,Kitchen,None,None,
event1_clean_fridge1_scene2,walk,3.795,Washingsponge,Kitchen,None,None,
event2_clean_fridge1_scene2,grab,3.1049999999999995,Washingsponge,Kitchen,None,None,
event3_clean_fridge1_scene2,walk,5.244,Fridge,Kitchen,None,None,
event4_clean_fridge1_scene2,open,3.3119999999999994,Fridge,Kitchen,None,None,
event5_clean_fridge1_scene2,wipe,18.215999999999998,Washingsponge,Kitchen,None,None,
event6_clean_fridge1_scene2,close,3.3119999999999994,Fridge,Kitchen,None,None,
event7_clean_fridge1_scene2,wipe,19.596,Washingsponge,Kitchen,None,None,
event0_admire_art2_scene2,walk,7.59,Kitchen,None,Bedroom,Kitchen,
event1_admire_art2_scene2,walk,6.693,Wallpictureframe,Kitchen,None,None,
event2_admire_art2_scene2,turnTo,0.0,Wallpictureframe,Kitchen,None,None,
event3_admire_art2_scene2,lookAt,0.0,Wallpictureframe,Kitchen,None,None,
