event,action,duration,object,place,from,to,
event0_go_to_sleep1_scene1,walk,7.796999999999999,Bedroom,None,Bathroom,Bedroom,
event1_go_to_sleep1_scene1,walk,7.727999999999999,Lightswitch,Bedroom,None,None,
event2_go_to_sleep1_scene1,switchOff,3.381,Lightswitch,Bedroom,None,None,
event3_go_to_sleep1_scene1,walk,6.417,Bed,Bedroom,None,None,
event4_go_to_sleep1_scene1,sit,7.175999999999999,Bed,Bedroom,None,None,
event0_fall_while_walking_forward1_scene1,walk,8.072999999999999,Kitchen,None,Livingroom,Kitchen,
event1_fall_while_walking_forward1_scene1,walk,5.037,Fridge,Kitchen,None,None,
event2_fall_while_walking_forward1_scene1,open,3.3119999999999994,Fridge,Kitchen,None,None,
event3_fall_while_walking_forward1_scene1,close,3.3119999999999994,Fridge,Kitchen,None,None,
event4_fall_while_walking_forward1_scene1,walk,14.351999999999999,Livingroom,None,Kitchen,Livingroom,
event5_fall_while_walking_forward1_scene1,fall,5.105999999999999,None,None,None,None,
event0_turn_off_light8_scene1,walk,10.488,Bathroom,None,Bedroom,Bathroom,
event1_turn_off_light8_scene1,walk,5.313,Lightswitch,Bathroom,None,None,
event2_turn_off_light8_scene1,switchOff,6.693,Lightswitch,Bathroom,None,None,
event3_turn_off_light8_scene1,walk,7.313999999999999,Bedroom,None,Bathroom,Bedroom,
event0_cook_potato_using_stove1_scene1,walk,10.971,Kitchen,None,Livingroom,Kitchen,
event1_cook_potato_using_stove1_scene1,walk,2.691,Potato,Kitchen,None,None,
event2_cook_potato_using_stove1_scene1,grab,3.1049999999999995,Potato,Kitchen,None,None,
event3_cook_potato_using_stove1_scene1,walk,5.796,Sink,Kitchen,None,None,
event4_cook_potato_using_stove1_scene1,switchOn,6.693,Faucet,Kitchen,None,None,
event5_cook_potato_using_stove1_scene1,soak,14.145,Potato,Kitchen,None,None,
event6_cook_potato_using_stove1_scene1,switchOff,3.381,Faucet,Kitchen,None,None,
event7_cook_potato_using_stove1_scene1,walk,4.623,Fryingpan,Kitchen,None,None,
event8_cook_potato_using_stove1_scene1,put,3.036,Potato,Kitchen,None,None,
event9_cook_potato_using_stove1_scene1,walk,5.52,Milk,Kitchen,None,None,
event10_cook_potato_using_stove1_scene1,grab,3.1049999999999995,Milk,Kitchen,None,None,
event11_cook_potato_using_stove1_scene1,walk,4.3469999999999995,Fryingpan,Kitchen,None,None,
event12_cook_potato_using_stove1_scene1,pour,15.663,Milk,Kitchen,None,None,
event13_cook_potato_using_stove1_scene1,switchOn,3.3119999999999994,Stove,Kitchen,None,None,
event14_cook_potato_using_stove1_scene1,switchOff,3.3119999999999994,Stove,Kitchen,None,None,
event0_make_bed1_scene1,walk,8.072999999999999,Bed,Bedroom,None,None,
event1_make_bed1_scene1,walk,2.898,Pillow,Bedroom,None,None,
event2_make_bed1_scene1,grab,3.1049999999999995,Pillow,Bedroom,None,None,
event3_make_bed1_scene1,throw,10.764,Pillow,Bedroom,None,None,
event4_make_bed1_scene1,shake,14.559,Pillow,Bedroom,None,None,
event5_make_bed1_scene1,put,6.141,Pillow,Bedroom,None,None,
event6_make_bed1_scene1,walk,9.315,Kitchen,None,Bedroom,Kitchen,
event0_put_away_groceries_from_fridge1_scene1,walk,8.142,Fridge,Kitchen,None,None,
event1_put_away_groceries_from_fridge1_scene1,open,3.381,Fridge,Kitchen,None,None,
event2_put_away_groceries_from_fridge1_scene1,find,3.1049999999999995,Alcohol,Kitchen,None,None,
event3_put_away_groceries_from_fridge1_scene1,grab,8.625,Alcohol,Kitchen,None,None,
event4_put_away_groceries_from_fridge1_scene1,walk,3.036,Kitchentable,Kitchen,None,None,
event5_put_away_groceries_from_fridge1_scene1,put,7.935,Alcohol,Kitchen,None,None,
event6_put_away_groceries_from_fridge1_scene1,walk,3.1049999999999995,Fridge,Kitchen,None,None,
event7_put_away_groceries_from_fridge1_scene1,find,3.3119999999999994,Wine,Kitchen,None,None,
event8_put_away_groceries_from_fridge1_scene1,grab,7.796999999999999,Wine,Kitchen,None,None,
event9_put_away_groceries_from_fridge1_scene1,close,3.036,Fridge,Kitchen,None,None,
event0_make_cold_cereal1_scene1,walk,11.109,Kitchen,None,Livingroom,Kitchen,
event1_make_cold_cereal1_scene1,walk,6.209999999999999,Dishbowl,Kitchen,None,None,
event2_make_cold_cereal1_scene1,grab,3.1049999999999995,Dishbowl,Kitchen,None,None,
event3_make_cold_cereal1_scene1,walk,6.968999999999999,Kitchentable,Kitchen,None,None,
event4_make_cold_cereal1_scene1,put,3.036,Dishbowl,Kitchen,None,None,
event5_make_cold_cereal1_scene1,walk,2.691,Cereal,Kitchen,None,None,
event6_make_cold_cereal1_scene1,grab,3.1049999999999995,Cereal,Kitchen,None,None,
event7_make_cold_cereal1_scene1,walk,3.6569999999999996,Dishbowl,Kitchen,None,None,
event8_make_cold_cereal1_scene1,pour,14.282999999999998,Cereal,Kitchen,None,None,
event9_make_cold_cereal1_scene1,walk,2.8289999999999997,Milk,Kitchen,None,None,
event10_make_cold_cereal1_scene1,grab,3.1049999999999995,Milk,Kitchen,None,None,
event11_make_cold_cereal1_scene1,walk,1.242,Dishbowl,Kitchen,None,None,
event12_make_cold_cereal1_scene1,pour,16.145999999999997,Milk,Kitchen,None,None,
event0_fall_while_standing_and_turning1_scene1,walk,10.832999999999998,Livingroom,None,Kitchen,Livingroom,
event1_fall_while_standing_and_turning1_scene1,walk,2.691,Tv,Livingroom,None,None,
event2_fall_while_standing_and_turning1_scene1,switchOn,5.52,Tv,Livingroom,None,None,
event3_fall_while_standing_and_turning1_scene1,walk,3.5189999999999997,Coffeetable,Livingroom,None,None,
event4_fall_while_standing_and_turning1_scene1,walk,2.2769999999999997,Remotecontrol,Livingroom,None,None,
event5_fall_while_standing_and_turning1_scene1,grab,3.1049999999999995,Remotecontrol,Livingroom,None,None,
event6_fall_while_standing_and_turning1_scene1,walk,3.4499999999999997,Coffeetable,Livingroom,None,None,
event7_fall_while_standing_and_turning1_scene1,put,3.036,Remotecontrol,Livingroom,None,None,
event8_fall_while_standing_and_turning1_scene1,turnTo,2.9669999999999996,Sofa,Livingroom,None,None,
event9_fall_while_standing_and_turning1_scene1,fall,4.829999999999999,None,None,None,None,
event0_shoulder_stretch1_scene1,walk,9.729000000000001,Bedroom,None,Bathroom,Bedroom,
event1_shoulder_stretch1_scene1,walk,8.556000000000001,Kitchen,None,Bedroom,Kitchen,
event2_shoulder_stretch1_scene1,walk,12.075,Livingroom,None,Kitchen,Livingroom,
event3_shoulder_stretch1_scene1,stretch,19.596,None,None,None,None,
event4_shoulder_stretch1_scene1,stretch,21.459,None,None,None,None,
event5_shoulder_stretch1_scene1,stretch,21.459,None,None,None,None,
event0_throw_trash2_scene1,walk,2.4149999999999996,Potato,Kitchen,None,None,
event1_throw_trash2_scene1,grab,3.1049999999999995,Potato,Kitchen,None,None,
event2_throw_trash2_scene1,walk,5.5889999999999995,Salad,Kitchen,None,None,
event3_throw_trash2_scene1,grab,3.1049999999999995,Salad,Kitchen,None,None,
event4_throw_trash2_scene1,walk,5.5889999999999995,Garbagecan,Bedroom,None,None,
event5_throw_trash2_scene1,put,3.036,Potato,Kitchen,None,None,
event6_throw_trash2_scene1,put,3.036,Salad,Kitchen,None,None,
